Rank,First_Name,Last_Name,YOB,NOC,TotalPoints,EvsCurr,EvsPrev,PtsCurr,PtsPrev
1111,Cavan,Wilson,2000,USA,7.95,1,0,8,0
1112,Nicolás,Heredero Carazo,2002,ESP,7.88,1,0,8,0
1113,Harvey,Lanigan,2003,AUS,7.76,0,1,0,8
1114,Hugo,Figueiredo,2001,POR,7.69,1,0,8,0
1115,Ondrej,Gajdoš,2004,CZE,7.43,1,0,7,0
1116,Till,Clijsen,2003,SUI,7.28,1,0,7,0
1116,Dominik,Dańkowski,2000,POL,7.28,1,0,7,0
1118,Tristan,Price,2004,AUS,7.17,0,1,0,7
1119,João,Chagas,2001,POR,7.06,0,1,0,7
1120,Matthias,Steinwandter,1993,ITA,6.74,1,0,7,0
1121,Jack,Staples,2002,NZL,6.68,0,1,0,7
1122,Billy,Zavetsanos,2005,AUS,6.64,0,1,0,7
1123,Elie,Combat,2003,FRA,6.18,0,1,0,6
1123,Ethan,Stretton,2002,AUS,6.18,0,1,0,6
1125,Harry,Smith,2005,AUS,5.68,0,1,0,6
1126,Mark,Vysotskiy,2002,RUS,5.46,0,1,0,5
1127,Filip,Glapa,2004,POL,5.44,1,0,5,0
1128,Noam,Escarabajal Hernández,2003,ESP,5.33,1,0,5,0
1129,Ryan,Marsh,2003,AUS,5.29,0,1,0,5
1130,Matthew,Murray,1998,USA,5.27,0,1,0,5
1131,Facundo,Medard,1995,ARG,5.22,0,1,0,5
1132,Péter,Molnár,2002,HUN,5.05,0,1,0,5
1133,Eyal,Weinstein,2005,ISR,5.03,1,0,5,0
1134,Lucas,Goene,2001,NED,4.89,0,1,0,5
1135,Jacob,Mckie,2005,AUS,4.86,0,1,0,5
1136,Sebastian,Rivera Del Hierro,1998,MEX,4.83,0,1,0,5
1137,Alexander,Bozhilov,2005,BUL,4.65,1,0,5,0
1138,Fielding,Fischer,1999,USA,4.51,0,1,0,5
1139,Logan,Campbell,2004,AUS,4.49,0,1,0,4
1140,Paul,Frayon,2004,SWE,3.98,1,0,4,0
1141,Tao,Jouineau,2002,FRA,3.7,0,1,0,4
1142,Ákos,Kárpáti,2004,HUN,3.68,1,0,4,0
1143,Hugo,Ramos Del Barco,2000,ESP,3.61,1,0,4,0
1144,Lukas,Bentsen,2003,DEN,3.48,1,1,3,1
1145,Matt,Howard,2002,GBR,2.93,0,1,0,3
1146,Simon,Duwat,1997,FRA,2.62,0,1,0,3
1147,Nevan,Vimos Kocbek,2005,SLO,2.49,1,0,2,0
1148,Martin,Laurent,1997,FRA,2.42,0,1,0,2
1149,Matisse,Lacroix,2003,FRA,2.07,0,1,0,2
1150,David,Vollmann,2003,AUT,1.83,0,1,0,2
1151,Matej,Dečman,2000,SLO,1.8,0,1,0,2
1152,Pierre,Ludwiczak,2002,FRA,1.69,0,1,0,2
1153,Peter,Zacik,1999,SVK,1.67,0,1,0,2
1154,Lukas,Meckel,2004,GER,1.24,0,1,0,1
1155,Joshua,Lewis,1993,GBR,0.95,0,1,0,1
1156,Mikhail,Bastrakov,2003,RUS,0.72,0,1,0,1
1157,Jakub,Marek,2003,CZE,0.67,0,1,0,1
